ID	Titolo del documento	Anno	Vol.	Carta-nr	Carta-lett	Quest.	Note	Nome	Categoria	Titolo categoria	Sottocategoria	Titolo sottocategoria
	1159.06.tif	1937	VI	1159				* ho levato .... * [il latte caglialo] *da....* [il recipiente in cuisi fa coagulare il latte] e c'è rimasto, a ...	VIII	L'allevamento del bestiame e gli animali domestici.	3	Il latte, il burro e il formaggio
	1160.06.tif	1937	VI	1160				ho levato .... [il latte cagliato]da .... [il recipiente in cui si fa coagulare il latte] *e c'è rimasto, -a*	VIII	L'allevamento del bestiame e gli animali domestici.	3	Il latte, il burro e il formaggio
	1161.06.tif	1937	VI	1161				riempi *...* [i recipienti in cui si accoglie il latte cagliato per farlo scolare] e mettili, -e *sopra...* [la tavola?]	VIII	L'allevamento del bestiame e gli animali domestici.	3	Il latte, il burro e il formaggio
	1162.06.tif	1937	VI	1162				*accosta .... * [il recipinte che accoglie la scolatura del latte cagliato] a.... [la tavola su cui stanno i recipienti, dai quali scola il latte cagliato] !	VIII	L'allevamento del bestiame e gli animali domestici.	3	Il latte, il burro e il formaggio
	1163.06.tif	1937	VI	1163	a			metti *il formaggio su .... * [la tavola, o altro arnese, su cui si mette il formaggio a seccare]!	VIII	L'allevamento del bestiame e gli animali domestici.	3	Il latte, il burro e il formaggio
	1163.06.tif	1937	VI	1163	b			questo formaggio fa *i bachi* [Piophila casei L.].	VIII	L'allevamento del bestiame e gli animali domestici.	3	Il latte, il burro e il formaggio
	1164.06.tif	1937	VI	1164				*ho salato* il formaggio; *portalo nella caciaia!*	VIII	L'allevamento del bestiame e gli animali domestici.	3	Il latte, il burro e il formaggio
	1165.06.tif	1937	VI	1165				noi mangiamo il formaggio *di pecora ~ di capra ~ di vacca.*	VIII	L'allevamento del bestiame e gli animali domestici.	3	Il latte, il burro e il formaggio
	1166.06.tif	1937	VI	1166				[egli] mi ha venduto *duecento forme di formaggio ~ coppie di forme.*	VIII	L'allevamento del bestiame e gli animali domestici.	3	Il latte, il burro e il formaggio
	1167.06.tif	1937	VI	1167				*la ricotta* si fa con .... [il liquido acquoso che resta dal latte cagliato) e levata la ricotta, ci resta *...*	VIII	L'allevamento del bestiame e gli animali domestici.	3	Il latte, il burro e il formaggio
	1168.06.tif	1937	VI	1168				è *un cavallo da monta*; ha una bella *criniera.*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1169.06.tif	1937	VI	1169				*quanti cavalli* [Equus caballus] *hai?*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1170.06.tif	1937	VI	1170				*questo ....* [puledro non ancora domato] ~ *.... * [puledro più adulto, ma sempre indomito] *diventerà* un bel cavallo	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1171.06.tif	1937	VI	1171				è un cavallo *bolso che non val nulla.*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1172.06.tif	1937	VI	1172				questa *cavalla è ombrosa.*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1173.06.tif	1937	VI	1173				 è *una treccia di crini* [di cavallo].	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1174.06.tif	1937	VI	1174				*il ferro di cavallo* porta fortuna.	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1175.06.tif	1937	VI	1175				bisogna *ferrare* il cavallo, *altrimenti si rompe gli zoccoli.*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1176.06.tif	1937	VI	1176				*i finimenti* del cavallo sono *la sella, le redini, i paraocchi, ....*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1177.06.tif	1937	VI	1177				porlalo [il cavallo] nella stalla, mettigli *la cavezza e dagli la striglia!*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1178.06.tif	1937	VI	1178				*gli è scappato il morso* e mi ha preso la mano.	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1179.06.tif	1937	VI	1179				gli è scappato il morso *e mi ha preso la mano.*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1180.06.tif	1937	VI	1180				*gli son montato in groppa*, ma ha preso ombra e mi ha scavalcato.	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1181.06.tif	1937	VI	1181				gli son montalo in groppa, *ma ha preso ombra* e mi ha scavalcato.	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1182.06.tif	1937	VI	1182				gli son montato in groppa, ma ha preso omhra *e mi ha scavalcato.*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1183.06.tif	1937	VI	1183				[egli] *non sa né montare a cavallo, né discendere,* e non si regge sulle staffe.	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1184.06.tif	1937	VI	1184				[egli] non sa né montarr a cavallo, né discendere, *e non si regge sulle staffe.*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1185.06.tif	1937	VI	1185				[il cavallo] *andava al passo*, ma poi ha cominciato a trottare e a galoppare.	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1186.06.tif	1937	VI	1186				[il cavallo] andava al passo, ma poi ha cominciato *a trottare e a galoppare.*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1187.06.tif	1937	VI	1187				*ho udito il nitrito del cavallo.*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1188.06.tif	1937	VI	1188				il cavallo *nitrisce* e l'asino *raglia.*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1189.06.tif	1937	VI	1189				è *una bestia da soma.*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1190.06.tif	1937	VI	1190				*il mulo* [Equus mulus L.] *lo pagai novanta* franchi e l'asino [Equus asinus L.], ottanta	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1191.06.tif	1937	VI	1191				il mulo [Equus mulus L.] lo pagai novanta franchi *e l'asino+ [Equus asinus L.], *ottanta*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1192.06.tif	1937	VI	1192				l'asino *ha cominciato a tirar calci.*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1193.06.tif	1937	VI	1193				*l'asina perdé il pelo* ed ha i ginocchielli [cicatrici al ginocchio].	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1194.06.tif	1937	VI	1194				l'asina perde il pelo *ed ha i ginocchielli* [cicatrici al ginocchio].	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1195.06.tif	1937	VI	1195				metti *il basto* all'asino* e *carica su ...* [le ceste, o altri recipienti per trasportare la roba]	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1196.06.tif	1937	VI	1196				devi *spingere* le bestie *con la frusta* e l'asino *col ....*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1197.06.tif	1937	VI	1197				porta *il giogo e aggioga i buoi!*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1198.06.tif	1937	VI	1198				bisogna *aggiogare* ~ scioglier dal giogo* i buoi.	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1199.06.tif	1937	VI	1199				nel giogo ci sono *....* [parli del giogo]	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1200.06.tif	1937	VI	1200				questo è *un, -a ....* [alcuni dei veicoli piu in uso]	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
												
	Intro01.07.tif	1938	VII	Intro				Frontespizio verso				
	Intro02.07.tif	1938	VII	Intro				Frontespizio recto				
	Intro03.07.tif	1938	VII	Intro				Dedica				
	Intro04.07.tif	1938	VII	Intro				Indice del volume primo - Pagina 1				
	Intro05.07.tif	1938	VII	Intro				Indice del volume primo - Pagina 2				
	1201.07.tif	1938	VII	1201				*sono due coppie* [di buoi] e bisogna che tirino il carro.	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1202.07.tif	1938	VII	1202				sono due coppie [di buoi] e *bisogna che tirino il carro.*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1203.07.tif	1938	VII	1203				*la barella* non serve; occorre *la carriola.*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1204.07.tif	1938	VII	1204				*le sponde e le stanghe* del carro son troppo deboli.	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1205.07.tif	1938	VII	1205	a			*ungi le ruote* col grasso!  	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1205.07.tif	1938	VII	1205	b			*ti sei unte* le mani	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1206.07.tif	1938	VII	1206				si è rotto *il mozzo* ed è uscito *il cerchio della ruota.*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1207.07.tif	1938	VII	1207				alla ruota *mancano due raggi* e la sala si è storta.	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1208.07.tif	1938	VII	1208				alla ruota mancano due raggi *e la sala si è storta.*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1209.07.tif	1938	VII	1209				*frenate* [riferito a una sola persona] *il carro con la martinicca!*	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1210.07.tif	1938	VII	1210				*lega il carico* con la fune e *stringilo con .... * [il bastoncello infilalo nella corda, e che si gira per tirarla] ~ *...*[il burberino fissato sul davanti o sul di dietro del letto del carro ed al quale si avvolge la corda per lo stesso scopo]!	VIII	L'allevamento del bestiame e gli animali domestici.	4	Gli animali da tiro e da trasporto. I veicoli.
	1211.07.tif	1938	VII	1211				mettete [riferito a una sola persona] *il trogolo nel porcile!*	VIII	L'allevamento del bestiame e gli animali domestici.	5	I suini.
	1212.07.tif	1938	VII	1212				*il porcaio* ha preso *dal branco* un porcellino di latte	VIII	L'allevamento del bestiame e gli animali domestici.	5	I suini.
	1213.07.tif	1938	VII	1213				il porcaio ha preso clal branco *un porcellino di latte.*	VIII	L'allevamento del bestiame e gli animali domestici.	5	I suini.
	1214.07.tif	1938	VII	1214				*i porci* [Sus scrofa domeslica L. ] *grugniscono.*	VIII	L'allevamento del bestiame e gli animali domestici.	5	I suini.
	1215.07.tif	1938	VII	1215				*la troia ha figliato.*	VIII	L'allevamento del bestiame e gli animali domestici.	5	I suini.
	1216.07.tif	1938	VII	1216				abbiamo *molte scrofe, ma pochi verri.*	VIII	L'allevamento del bestiame e gli animali domestici.	5	I suini.
	1217.07.tif	1938	VII	1217				*il porco casalingo ha il grugno* sporco, perchè *grufola; mettigli ....* [il puntale diferro sul naso]	VIII	L'allevamento del bestiame e gli animali domestici.	5	I suini.
	1218.07.tif	1938	VII	1218	a			*il porco casalingo ha il grugno sporco*, perchè grufola; *mettigli ....* [il puntale di ferro sul naso]	VIII	L'allevamento del bestiame e gli animali domestici.	5	I suini.
	1218.07.tif	1938	VII	1218	b			mettii *la forca* al porco!	VIII	L'allevamento del bestiame e gli animali domestici.	5	I suini.
	1219.07.tif	1938	VII	1219				*ammazzate un maiale* [Sus scrofa domestica L. ] e levategli il lardo [parlando a due o più persone]!	VIII	L'allevamento del bestiame e gli animali domestici.	5	I suini.
	1220.07.tif	1938	VII	1220				ammazzate un maiale [Sus scrofa domestica L.] *e levategli il lardo* [parlando a due o più persone]!	VIII	L'allevamento del bestiame e gli animali domestici.	5	I suini.
	1221.07.tif	1938	VII	1221				mi piacciono *i anguinacci e il prosciutto.*	VIII	L'allevamento del bestiame e gli animali domestici.	5	I suini.
	1222.07.tif	1938	VII	1222	a			questa *cotenna* è molto dura. b) le setole dei por llini 0110 corte. c) gli zampetti	VIII	L'allevamento del bestiame e gli animali domestici.	5	I suini.
	1222.07.tif	1938	VII	1222	b			*le setole* dei porcellini sono corte	VIII	L'allevamento del bestiame e gli animali domestici.	5	I suini.
	1222.07.tif	1938	VII	1222	c			*gli zampetti* li mangio io!	VIII	L'allevamento del bestiame e gli animali domestici.	5	I suini.
	1223.07.tif	1938	VII	1223	a			*la spalla* [del maiale] è buona, ma preferisco *la coppa.* 	VIII	L'allevamento del bestiame e gli animali domestici.	5	I suini.
	1223.07.tif	1938	VII	1223	b			 dammi un pò *di pancetta* [lardo venoso e carnoso che si trae dalla pancia] !	VIII	L'allevamento del bestiame e gli animali domestici.	5	I suini.
	1224.07.tif	1938	VII	1224				*il mio è un cane ....* [ da cinghiale, da lepre, per uccelli, da guardia]	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1225.07.tif	1938	VII	1225				il mio è un cane *....* [da cinghiale, da lepre, per uccelli, da guardia]	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1226.07.tif	1938	VII	1226				il cane *ha sentito l'usta della selvaggina.*	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1227.07.tif	1938	VII	1227	a			il mio cane ha perduto *il collare.* 	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1227.07.tif	1938	VII	1227	b			[il cane] *ringhia*; mettigli la museruola!	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1228.07.tif	1938	VII	1228				viene *l'accalappiacani; metti il guinzaglio al cane* [Canis familiaris L.] !	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1229.07.tif	1938	VII	1229	a			*non aizzare* il cane!	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1229.07.tif	1938	VII	1229	b			*fa la cuccia!*	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1230.07.tif	1938	VII	1230				*la mia cagna ha figliato.*	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1231.07.tif	1938	VII	1231				*i cuccioli sono nel canile.*	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1232.07.tif	1938	VII	1232				la nostra *vicina è stata morsa* dal cane.	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1233.07.tif	1938	VII	1233				*è tuo* [il cane] ? bada che *vuol mordere!*	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1234.07.tif	1938	VII	1234				questo cane *ha il raspo* [malattia che spela i cani] *e morde.*	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1235.07.tif	1938	VII	1235				sono due *cani idrofobi.*	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1236.07.tif	1938	VII	1236	a			povera bestia, come *guaisce! *	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1236.07.tif	1938	VII	1236	b			la cagna *abbaia,* perché vuol rodere quell'osso.	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1237.07.tif	1938	VII	1237				*il gatto* [Felis domestica L.] *miagola e fa la gobba,* perché ha visto un cane.	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1238.07.tif	1938	VII	1238				*quanti gatti ci sono!*	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1239.07.tif	1938	VII	1239				il gatto *soffia ed ha messo fuori gli unghioni.*	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1240.07.tif	1938	VII	1240				*guarda che quel gattaccio vuol graffiare!*	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1241.07.tif	1938	VII	1241				[il gatto] *mi ha fatto una graffiatura.*	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1242.07.tif	1938	VII	1242				*il gattino si è bruciato i baffi.*	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1243.07.tif	1938	VII	1243				il gatto *ha leccato* tutto il latte ed ora *fa le fusa.*	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1244.07.tif	1938	VII	1244				*la gatta si pulisce il muso con la zampa.*	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1245.07.tif	1938	VII	1245				*il topo* [Mus musculus L.] *è in trappola.*	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1246.07.tif	1938	VII	1246				il topo *ha mangiato il boccone ed è scappato.*	VIII	L'allevamento del bestiame e gli animali domestici.	6	Il cane, il gallo e il topo.
	1247.07.tif	1938	VII	1247	a			*il baco da seta* [Bombix mori L.] *fa il bozzolo.*	VIII	L'allevamento del bestiame e gli animali domestici.	7	Il baco da seta e l'ape.
	1247.07.tif	1938	VII	1247	b			*i bozzoli* sono belli	VIII	L'allevamento del bestiame e gli animali domestici.	7	Il baco da seta e l'ape.
	1248.07.tif	1938	VII	1248	a			*i bachi sono andati a male.*	VIII	L'allevamento del bestiame e gli animali domestici.	7	Il baco da seta e l'ape.
	1248.07.tif	1938	VII	1248	b			i miei bachi hanno preso *...* [alcune delle malattie più comuni]	VIII	L'allevamento del bestiame e gli animali domestici.	7	Il baco da seta e l'ape.
	1249.07.tif	1938	VII	1249				*sfronda il gelso* [morus alba L.] e porta *la foglia* per i bachi!	VIII	L'allevamento del bestiame e gli animali domestici.	7	Il baco da seta e l'ape.
	1250.07.tif	1938	VII	1250	a			metti *i graticci* [su cui si depongono i bachi] *nel castello* [telaio che sorregge i graticci] 	VIII	L'allevamento del bestiame e gli animali domestici.	7	Il baco da seta e l'ape.
	1250.07.tif	1938	VII	1250	b			*il bosco* [per i bachi] è pronto.	VIII	L'allevamento del bestiame e gli animali domestici.	7	Il baco da seta e l'ape.
	1251.07.tif	1938	VII	1251				*ho succhiato tutto il miele* dalle cellette di un favo.	VIII	L'allevamento del bestiame e gli animali domestici.	7	Il baco da seta e l'ape.
	1252.07.tif	1938	VII	1252				ho succhialo lutto il miele *datle cellette di un favo.*	VIII	L'allevamento del bestiame e gli animali domestici.	7	Il baco da seta e l'ape.
	1253.07.tif	1938	VII	1253				*le api operaie* [Apis mellifica L.] *sono al lavoro*; senti come *ronzano!*	VIII	L'allevamento del bestiame e gli animali domestici.	7	Il baco da seta e l'ape.
	1254.07.tif	1938	VII	1254				quella è *l'ape regina* e questo è *il fuco.*	VIII	L'allevamento del bestiame e gli animali domestici.	7	Il baco da seta e l'ape.
	1255.07.tif	1938	VII	1255				*lo sciame* esce *dall'arnia*; bada che le api *pungono!*	VIII	L'allevamento del bestiame e gli animali domestici.	7	Il baco da seta e l'ape.
	1256.07.tif	1938	VII	1256				le api *sciamano dal mio apiario.*	VIII	L'allevamento del bestiame e gli animali domestici.	7	Il baco da seta e l'ape.
	1257.07.tif	1938	VII	1257				*un'ape mi ha punto col pungiglione.*	VIII	L'allevamento del bestiame e gli animali domestici.	7	Il baco da seta e l'ape.
	1258.07.tif	1938	VII	1258				metti *i polli nel pollaio!*	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1259.07.tif	1938	VII	1259				*pulisci il bastone* [su cui stanno appollaiale le galline] *del pollaio!*	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1260.07.tif	1938	VII	1260				metti *l'endice ....* [nella parte del pollaio riservato alla cova]!	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1261.07.tif	1938	VII	1261				*tagliamo la cresta al gallo* [Gallus domesticus L.]!	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1262.07.tif	1938	VII	1262				il gallo ha *gli sproni* lunghi e *i bargigli rossi.*	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1263.07.tif	1938	VII	1263				*chi spenna la gallina* [Gallus domestirns L.]?	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1264.07.tif	1938	VII	1264	a			bada che *le galline non vadano* nel giardino! 	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1264.07.tif	1938	VII	1264	b			le galline *hanno beccato tutti fiori.*	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1265.07.tif	1938	VII	1265	a			ho compralo *tre galline.* 	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1265.07.tif	1938	VII	1265	b			che bella *pollastra*	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1266.07.tif	1938	VII	1266	a			la gallina aveva *il gozzo* pieno di crusca. b) questo pollo ha la pipita.	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1266.07.tif	1938	VII	1266	b			questo pollo ha la *pipita*	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1267.07.tif	1938	VII	1267				*leva la pelle da ....* [lo stomaco della gallina]!	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1268.07.tif	1938	VII	1268				*chi di gallina nasce, convien che razzoli.*	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1269.07.tif	1938	VII	1269	a			*la chioccia sta covando.* 	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1269.07.tif	1938	VII	1269	b			la gallina *chioccia* perchè vuol *covare*	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1270.07.tif	1938	VII	1270				la gallina *ha fatto l'uovo.*	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1271.07.tif	1938	VII	1271	a			quest' uovo *non è gallato.* 	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1271.07.tif	1938	VII	1271	b			io mangio *l'albume e tu il tuorlo*	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1272.07.tif	1938	VII	1272				domani *venderò le uova.*	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1273.07.tif	1938	VII	1273				*il pulcino è uscito dal guscio.*	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1274.07.tif	1938	VII	1274				preferisco due *galletti arrosto.*	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1275.07.tif	1938	VII	1275				andiamo a vedere *il pavone* [Pavo crislalus L.] *che fa la ruota!*	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1276.07.tif	1938	VII	1276				*questo tacchino* [Meleagris gallopavo L.] *ha il becco* giallo e le penne grigie.	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1277.07.tif	1938	VII	1277				questo tacchino [Meleagris gallopavo L.] ha il becco giallo *e le penne grigie.*	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1278.07.tif	1938	VII	1278				*come sono graziose le tortorelle* [Turtur turtur L.]!	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1279.07.tif	1938	VII	1279				io mangio *l'ala ~ le ali del piccione* [Columba livia BONN.].	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1280.07.tif	1938	VII	1280				*come tubano quei piccioni!*	VIII	L'allevamento del bestiame e gli animali domestici.	8	I gallinacei e le colombe.
	1281.07.tif	1938	VII	1281				*il cacciatore è andato a caccia* e ha preso undici passeri [Passer domesticus L.].	IX	La caccia. Gli uccelli. Il pipistrello.		
	1282.07.tif	1938	VII	1282				il cacciatore è andato a caccia e ha preso *undici passeri* [Passcr domeslicus L.]·	IX	La caccia. Gli uccelli. Il pipistrello.		
	1283.07.tif	1938	VII	1283				*per tirare col fucile*, ci vogliono la polvere e i pallini.	IX	La caccia. Gli uccelli. Il pipistrello.		
	1284.07.tif	1938	VII	1284				per lirare col fucile, ci vogliono *la polvere e i pallini.*	IX	La caccia. Gli uccelli. Il pipistrello.		
	1285.07.tif	1938	VII	1285	a			*la pistola* non serve. 	IX	La caccia. Gli uccelli. Il pipistrello.		
	1285.07.tif	1938	VII	1285	b			è un fucile a due *canne*, ma una *canna* si è rotta.	IX	La caccia. Gli uccelli. Il pipistrello.		
	1286.07.tif	1938	VII	1286				presto, *alza il cane e tira il grilletto!*	IX	La caccia. Gli uccelli. Il pipistrello.		
	1287.07.tif	1938	VII	1287				*si è storto il mirino* e non posso *prender la mira.*	IX	La caccia. Gli uccelli. Il pipistrello.		
	1288.07.tif	1938	VII	1288				*appoggia il calcio* [del fucile] *alla spalla* e mira dritto!	IX	La caccia. Gli uccelli. Il pipistrello.		
	1289.07.tif	1938	VII	1289				appoggia il calcio [del fucile] alla spalla *e mira dritto!*	IX	La caccia. Gli uccelli. Il pipistrello.		
	1290.07.tif	1938	VII	1290				*per pigliare gli uccelli si adopera* ....  [ alcuni dei mezzi più comunemente usali]	IX	La caccia. Gli uccelli. Il pipistrello.		
	1291.07.tif	1938	VII	1291				per pigliare gli uccelli si adopera *....* [alcllni dei mezzi pill comunemente usati]	IX	La caccia. Gli uccelli. Il pipistrello.		
	1291bis.07.tif	1938	VII	1291				per pigliare gli uccelli si adopera *....* [alcllni dei mezzi pill comunemente usati]	IX	La caccia. Gli uccelli. Il pipistrello.		
	1292.07.tif	1938	VII	1292				*i ragazzi sono andati a snidare gli uccelli.*	IX	La caccia. Gli uccelli. Il pipistrello.		
	1293.07.tif	1938	VII	1293				dove hanno *il nido i fringuelli* [Fringilla coelebs L.]?	IX	La caccia. Gli uccelli. Il pipistrello.		
	1294.07.tif	1938	VII	1294				ho preso *cinquanta merli* [Turdus merula L.] e *un falco* [Falco peregrinus TUNST.].	IX	La caccia. Gli uccelli. Il pipistrello.		
	1295.07.tif	1938	VII	1295				*il cardellino* [Carduelis carduelis L.] *ha mutato* le penne da poco.	IX	La caccia. Gli uccelli. Il pipistrello.		
